Open,High,Low,Close,Volume,AdjustedClose,Ticker,Date
39.562,39.952,39.444,30.610001,80686700,23.513638,MSFT,2007-05-02 00:00:00
39.835,40.356,39.744,30.969999,82036800,23.790178,MSFT,2007-05-03 00:00:00
39.939,39.965,39.431,30.559999,104385900,23.475233,MSFT,2007-05-04 00:00:00
39.731,40.043,39.679,30.709999,59889100,23.590456,MSFT,2007-05-07 00:00:00
39.939,40.278,39.809,30.75,60551700,23.62118,MSFT,2007-05-08 00:00:00
39.965,40.265,39.796,30.780001,51735e3,23.644226,MSFT,2007-05-09 00:00:00
39.939,40.265,39.744,30.58,55398600,23.490591,MSFT,2007-05-10 00:00:00
39.796,40.33,39.77,30.889999,43425300,23.728718,MSFT,2007-05-11 00:00:00
40.147,40.343,40.108,30.969999,70188500,23.790178,MSFT,2007-05-14 00:00:00
40.096,40.342,40.018,30.9,75013900,23.813292,MSFT,2007-05-15 00:00:00
40.225,40.342,39.979,31.07,45833600,23.944305,MSFT,2007-05-16 00:00:00
40.264,40.407,40.174,30.98,41045600,23.87495,MSFT,2007-05-17 00:00:00
40.186,40.212,39.68,30.83,58453e3,23.759352,MSFT,2007-05-18 00:00:00
39.875,40.433,39.875,31.049999,41836400,23.928896,MSFT,2007-05-21 00:00:00
40.096,40.135,39.784,30.690001,39999500,23.651459,MSFT,2007-05-22 00:00:00
40.018,40.018,39.667,30.58,46322500,23.566687,MSFT,2007-05-23 00:00:00
39.629,39.966,38.876,30.17,64046400,23.250723,MSFT,2007-05-24 00:00:00
39.291,39.784,39.161,30.48,47726500,23.489628,MSFT,2007-05-25 00:00:00
39.564,40.005,39.434,30.790001,42373100,23.728529,MSFT,2007-05-29 00:00:00
39.642,40.394,39.59,31.110001,57376800,23.975134,MSFT,2007-05-30 00:00:00
40.381,40.433,39.719,30.690001,85290500,23.651459,MSFT,2007-05-31 00:00:00
39.953,40.096,39.642,30.59,39469400,23.574396,MSFT,2007-06-01 00:00:00
39.473,39.914,39.447,30.719999,41434500,23.674582,MSFT,2007-06-04 00:00:00
39.732,39.745,39.356,30.58,44265e3,23.566687,MSFT,2007-06-05 00:00:00
39.408,39.616,39.252,30.290001,38217500,23.343197,MSFT,2007-06-06 00:00:00
38.954,39.304,38.396,29.620001,71971400,22.826855,MSFT,2007-06-07 00:00:00
38.383,39.006,38.162,30.049999,61346200,23.158239,MSFT,2007-06-08 00:00:00
38.85,39.252,38.837,30.02,48467400,23.13512,MSFT,2007-06-11 00:00:00
38.876,39.239,38.629,29.85,56981800,23.004108,MSFT,2007-06-12 00:00:00
38.889,39.46,38.733,30.389999,64435600,23.420261,MSFT,2007-06-13 00:00:00
39.382,39.849,39.317,30.52,59065700,23.520447,MSFT,2007-06-14 00:00:00
40.044,40.07,39.486,30.49,100933e3,23.49733,MSFT,2007-06-15 00:00:00
39.823,39.862,39.473,30.51,45412600,23.512743,MSFT,2007-06-18 00:00:00
39.551,39.784,39.421,30.459999,46802600,23.474209,MSFT,2007-06-19 00:00:00
39.499,39.59,38.876,30.01,46861600,23.127419,MSFT,2007-06-20 00:00:00
38.902,39.317,38.811,30.219999,56564800,23.289253,MSFT,2007-06-21 00:00:00
38.928,39.058,38.214,29.49,86219900,22.726671,MSFT,2007-06-22 00:00:00
38.24,38.629,38.123,29.49,53905800,22.726671,MSFT,2007-06-25 00:00:00
38.344,38.668,38.279,29.52,48340300,22.749794,MSFT,2007-06-26 00:00:00
38.097,38.863,38.097,29.870001,53468600,23.019522,MSFT,2007-06-27 00:00:00
38.746,38.889,38.513,29.83,46055200,22.988697,MSFT,2007-06-28 00:00:00
38.759,38.837,37.682,29.469999,71193900,22.71126,MSFT,2007-06-29 00:00:00
38.5,38.668,38.266,29.74,47316e3,22.919334,MSFT,2007-07-02 00:00:00
38.655,39.213,38.642,30.02,35202600,23.13512,MSFT,2007-07-03 00:00:00
38.993,39.213,38.707,29.99,47838500,23.112001,MSFT,2007-07-05 00:00:00
38.811,38.98,38.487,29.969999,57541e3,23.096586,MSFT,2007-07-06 00:00:00
38.746,38.863,38.681,29.870001,33831400,23.019522,MSFT,2007-07-09 00:00:00
38.539,38.915,37.864,29.33,66013500,22.603363,MSFT,2007-07-10 00:00:00
37.942,38.474,37.903,29.49,48017e3,22.726671,MSFT,2007-07-11 00:00:00
38.357,39.071,38.201,30.07,54302400,23.173653,MSFT,2007-07-12 00:00:00
38.85,38.954,38.487,29.82,42173e3,22.980986,MSFT,2007-07-13 00:00:00
38.616,39.239,38.565,30.030001,48023200,23.142822,MSFT,2007-07-16 00:00:00
38.954,40.07,38.941,30.780001,77539600,23.720818,MSFT,2007-07-17 00:00:00
39.59,40.186,39.577,30.92,64414400,23.828711,MSFT,2007-07-18 00:00:00
40.29,41.315,40.135,31.51,121159300,24.283398,MSFT,2007-07-19 00:00:00
40.42,40.485,39.953,31.16,98292600,24.013666,MSFT,2007-07-20 00:00:00
40.693,40.9,40.381,31.190001,48910600,24.036791,MSFT,2007-07-23 00:00:00
40.238,40.848,39.849,30.799999,59729300,23.736235,MSFT,2007-07-24 00:00:00
40.212,40.615,39.408,30.709999,54950100,23.666872,MSFT,2007-07-25 00:00:00
39.239,39.616,38.292,29.98,87025300,23.104296,MSFT,2007-07-26 00:00:00
38.837,38.928,38.097,29.389999,69214600,22.649611,MSFT,2007-07-27 00:00:00
38.162,38.266,37.565,29.4,67499600,22.65731,MSFT,2007-07-30 00:00:00
38.552,38.565,37.604,28.99,66554e3,22.341341,MSFT,2007-07-31 00:00:00
37.565,38.344,37.397,29.299999,80006300,22.580242,MSFT,2007-08-01 00:00:00
37.877,38.655,37.656,29.52,47938300,22.749794,MSFT,2007-08-02 00:00:00
38.214,38.642,37.5,28.959999,61535500,22.318224,MSFT,2007-08-03 00:00:00
37.695,38.331,37.306,29.540001,59530500,22.765203,MSFT,2007-08-06 00:00:00
38.058,38.655,37.695,29.549999,49163e3,22.772911,MSFT,2007-08-07 00:00:00
38.564,38.941,37.903,30,52898600,23.119709,MSFT,2007-08-08 00:00:00
38.461,39.058,37.526,29.299999,72964500,22.580242,MSFT,2007-08-09 00:00:00
37.5,37.695,36.67,28.709999,76576200,22.125557,MSFT,2007-08-10 00:00:00
37.552,37.617,36.904,28.629999,55492300,22.063908,MSFT,2007-08-13 00:00:00
37.201,37.357,36.464,28.27,42944100,21.862839,MSFT,2007-08-14 00:00:00
36.516,37.486,36.27,28.1,48117700,21.731363,MSFT,2007-08-15 00:00:00
36.051,36.658,35.572,27.809999,81447400,21.507086,MSFT,2007-08-16 00:00:00
36.322,36.529,35.973,28.25,76747700,21.847366,MSFT,2007-08-17 00:00:00
36.438,36.839,36.309,28.26,49952e3,21.855103,MSFT,2007-08-20 00:00:00
36.335,36.62,36.038,28.07,50786200,21.708164,MSFT,2007-08-21 00:00:00
36.555,36.62,36.219,28.219999,44763500,21.824163,MSFT,2007-08-22 00:00:00
36.568,36.632,36.335,28.299999,33886600,21.886034,MSFT,2007-08-23 00:00:00
36.477,37.292,36.296,28.809999,45158900,22.280445,MSFT,2007-08-24 00:00:00
36.995,37.201,36.723,28.49,32789500,22.032974,MSFT,2007-08-27 00:00:00
36.594,36.839,36.089,27.93,43924400,21.599899,MSFT,2007-08-28 00:00:00
36.374,36.995,35.973,28.59,45753700,22.110308,MSFT,2007-08-29 00:00:00
36.749,37.408,36.62,28.450001,33690700,22.002041,MSFT,2007-08-30 00:00:00
37.111,37.395,36.671,28.73,42511900,22.218582,MSFT,2007-08-31 00:00:00
36.852,37.628,36.826,28.809999,45689600,22.280445,MSFT,2007-09-04 00:00:00
37.046,37.15,36.749,28.48,47669800,22.02524,MSFT,2007-09-05 00:00:00
36.93,37.512,36.917,28.91,45430800,22.357788,MSFT,2007-09-06 00:00:00
37.007,37.279,36.62,28.440001,52160900,21.994301,MSFT,2007-09-07 00:00:00
37.072,37.176,36.736,28.48,37247600,22.02524,MSFT,2007-09-10 00:00:00
37.02,37.434,36.956,28.93,34380800,22.373245,MSFT,2007-09-11 00:00:00
37.253,37.719,37.24,28.93,42364700,22.373245,MSFT,2007-09-12 00:00:00
37.654,37.835,37.447,29.16,35288600,22.551125,MSFT,2007-09-13 00:00:00
37.473,37.641,37.344,29.040001,33496600,22.458324,MSFT,2007-09-14 00:00:00
37.227,37.344,37.007,28.73,39536500,22.218582,MSFT,2007-09-17 00:00:00
37.111,37.46,36.555,28.93,77462400,22.373245,MSFT,2007-09-18 00:00:00
37.331,37.382,36.594,28.67,94242200,22.172178,MSFT,2007-09-19 00:00:00
36.826,36.956,36.645,28.42,67168900,21.978834,MSFT,2007-09-20 00:00:00
37.098,37.253,36.775,28.65,135636100,22.156713,MSFT,2007-09-21 00:00:00
37.253,38.288,37.24,29.08,104459800,22.489254,MSFT,2007-09-24 00:00:00
37.68,38.223,37.641,29.559999,75621e3,22.860466,MSFT,2007-09-25 00:00:00
38.378,38.598,38.119,29.5,60337e3,22.814062,MSFT,2007-09-26 00:00:00
38.404,38.43,38.068,29.49,43407100,22.806334,MSFT,2007-09-27 00:00:00
38.132,38.391,37.796,29.459999,45819100,22.783133,MSFT,2007-09-28 00:00:00
38.094,38.52,38.029,29.77,43875100,23.022867,MSFT,2007-10-01 00:00:00
38.404,38.598,38.236,29.700001,33700900,22.96874,MSFT,2007-10-02 00:00:00
38.417,38.598,37.874,29.450001,37633900,22.7754,MSFT,2007-10-03 00:00:00
38.223,38.494,38.068,29.709999,37868e3,22.976467,MSFT,2007-10-04 00:00:00
38.65,38.779,38.443,29.84,45012300,23.077011,MSFT,2007-10-05 00:00:00
38.352,38.598,38.275,29.84,30265400,23.077011,MSFT,2007-10-08 00:00:00
38.831,39.296,38.792,30.1,63603100,23.278076,MSFT,2007-10-09 00:00:00
38.844,39.27,38.831,30.23,32251500,23.378618,MSFT,2007-10-10 00:00:00
39.18,39.606,38.52,29.91,50788400,23.131142,MSFT,2007-10-11 00:00:00
38.831,39.309,38.727,30.17,31121100,23.332218,MSFT,2007-10-12 00:00:00
38.921,39.219,38.792,30.040001,47150500,23.231676,MSFT,2007-10-15 00:00:00
39.102,39.542,39.089,30.32,56286200,23.448219,MSFT,2007-10-16 00:00:00
39.762,40.382,39.632,31.08,86092400,24.035969,MSFT,2007-10-17 00:00:00
40.369,40.382,39.606,31.16,49208600,24.097832,MSFT,2007-10-18 00:00:00
40.201,40.201,38.934,30.17,75200200,23.332218,MSFT,2007-10-19 00:00:00
38.947,39.697,38.947,30.51,58785100,23.595156,MSFT,2007-10-22 00:00:00
39.71,40.24,39.71,30.9,49956200,23.896761,MSFT,2007-10-23 00:00:00
39.891,40.473,39.438,31.25,77979200,24.167439,MSFT,2007-10-24 00:00:00
40.822,41.662,40.719,31.99,169588700,24.739727,MSFT,2007-10-25 00:00:00
46.563,46.589,44.688,35.029999,288121200,27.090731,MSFT,2007-10-26 00:00:00
45.063,45.632,44.546,34.57,114655600,26.734987,MSFT,2007-10-29 00:00:00
44.443,46.02,44.417,35.57,107297300,27.508347,MSFT,2007-10-30 00:00:00
45.93,47.843,45.917,36.810001,185635800,28.467318,MSFT,2007-10-31 00:00:00
47.236,48.477,47.016,37.060001,152078800,28.660648,MSFT,2007-11-01 00:00:00
48.128,48.49,47.093,37.060001,96389800,28.660648,MSFT,2007-11-02 00:00:00
47.533,47.973,47.365,36.73,75485400,28.405437,MSFT,2007-11-05 00:00:00
47.313,47.404,46.382,36.41,100966700,28.157974,MSFT,2007-11-06 00:00:00
46.602,46.757,45.839,35.52,74897800,27.469679,MSFT,2007-11-07 00:00:00
46.033,46.421,44.481,34.740002,133742400,26.866463,MSFT,2007-11-08 00:00:00
44.197,44.662,43.512,33.73,125136900,26.085367,MSFT,2007-11-09 00:00:00
43.085,43.589,42.697,33.380001,84865200,25.814695,MSFT,2007-11-12 00:00:00
43.226,44.683,43.02,34.459999,104311500,26.738033,MSFT,2007-11-13 00:00:00
44.618,44.786,43.497,33.93,84063100,26.326799,MSFT,2007-11-14 00:00:00
43.51,43.948,43.239,33.759998,64014100,26.194889,MSFT,2007-11-15 00:00:00
43.639,44.154,43.445,34.09,71113800,26.450951,MSFT,2007-11-16 00:00:00
43.768,44.129,43.652,33.959999,63026200,26.350073,MSFT,2007-11-19 00:00:00
44.116,45.069,43.948,34.580002,100009400,26.831141,MSFT,2007-11-20 00:00:00
44.335,44.76,44.051,34.23,89518700,26.55957,MSFT,2007-11-21 00:00:00
44.283,44.386,43.445,34.110001,33467200,26.466467,MSFT,2007-11-23 00:00:00
43.935,44.296,42.44,32.970001,80335e3,25.581919,MSFT,2007-11-26 00:00:00
42.878,43.304,42.118,33.060001,84178400,25.651752,MSFT,2007-11-27 00:00:00
43.02,43.677,42.402,33.700001,88585e3,26.148336,MSFT,2007-11-28 00:00:00
43.278,43.729,42.93,33.59,53633600,26.062984,MSFT,2007-11-29 00:00:00
43.716,43.974,42.775,33.599998,71027800,26.070749,MSFT,2007-11-30 00:00:00
43.175,43.355,42.118,32.919998,61770600,25.543119,MSFT,2007-12-03 00:00:00
42.195,42.84,42.054,32.77,54801500,25.426737,MSFT,2007-12-04 00:00:00
42.711,44.489,42.569,34.150002,84894700,26.497494,MSFT,2007-12-05 00:00:00
44.154,44.605,43.652,34.549999,49209700,26.807863,MSFT,2007-12-06 00:00:00
44.605,44.721,44.103,34.529999,40771e3,26.792347,MSFT,2007-12-07 00:00:00
44.644,45.044,44.425,34.759998,36083500,26.9708,MSFT,2007-12-10 00:00:00
44.76,45.095,43.729,34.099998,55070700,26.458696,MSFT,2007-12-11 00:00:00
44.605,45.224,43.729,34.470001,63345400,26.745794,MSFT,2007-12-12 00:00:00
44.438,45.688,44.18,35.220001,73913200,27.327728,MSFT,2007-12-13 00:00:00
45.172,46.191,45.121,35.310001,71126200,27.397572,MSFT,2007-12-14 00:00:00
45.147,45.276,44.283,34.389999,58121200,26.683722,MSFT,2007-12-17 00:00:00
44.644,45.108,44.09,34.740002,52791800,26.95529,MSFT,2007-12-18 00:00:00
44.709,45.288,44.309,34.790001,58469100,26.99408,MSFT,2007-12-19 00:00:00
45.482,46.126,45.211,35.52,59345e3,27.560497,MSFT,2007-12-20 00:00:00
46.268,46.474,46.075,36.060001,83240500,27.979492,MSFT,2007-12-21 00:00:00
46.564,47.325,46.461,36.580002,29622600,28.382975,MSFT,2007-12-24 00:00:00
46.925,47.222,46.732,36.610001,30252400,28.406248,MSFT,2007-12-26 00:00:00
46.848,47.106,46.32,35.970001,33311100,27.90966,MSFT,2007-12-27 00:00:00
46.526,46.693,45.972,36.119999,33447200,28.026051,MSFT,2007-12-28 00:00:00
46.268,46.384,45.778,35.599998,35229700,27.62257,MSFT,2007-12-31 00:00:00
46.126,46.345,45.108,35.220001,63004200,27.327728,MSFT,2008-01-02 00:00:00
45.392,45.946,44.928,35.369999,49599600,27.444109,MSFT,2008-01-03 00:00:00
45.353,45.366,43.935,34.380001,72090800,26.675964,MSFT,2008-01-04 00:00:00
44.528,44.85,44.141,34.610001,80164300,26.854418,MSFT,2008-01-07 00:00:00
44.734,44.734,43.046,33.450001,79148300,25.954359,MSFT,2008-01-08 00:00:00
42.994,44.515,42.982,34.439999,74305500,26.722513,MSFT,2008-01-09 00:00:00
44.27,44.464,43.536,34.330002,72446e3,26.637163,MSFT,2008-01-10 00:00:00
44,44.129,43.458,33.91,55187900,26.311283,MSFT,2008-01-11 00:00:00
44.412,44.554,43.922,34.389999,52792200,26.683722,MSFT,2008-01-14 00:00:00
43.858,44.309,43.819,34,61606200,26.381113,MSFT,2008-01-15 00:00:00
43.072,43.368,41.899,33.23,120778500,25.783655,MSFT,2008-01-16 00:00:00
43.226,43.561,42.492,33.110001,94247800,25.690546,MSFT,2008-01-17 00:00:00
42.737,43.819,42.492,33.009998,117062e3,25.612946,MSFT,2008-01-18 00:00:00
40.649,41.925,40.597,31.959999,108521400,24.798243,MSFT,2008-01-22 00:00:00
40.571,41.306,40.004,31.93,137597400,24.774969,MSFT,2008-01-23 00:00:00
41.693,42.994,41.396,33.25,155640400,25.799177,MSFT,2008-01-24 00:00:00
44.979,45.108,42.363,32.939999,196992300,25.558641,MSFT,2008-01-25 00:00:00
42.556,42.659,41.783,32.720001,81019e3,25.387943,MSFT,2008-01-28 00:00:00
42.337,42.389,41.693,32.599998,68023e3,25.294834,MSFT,2008-01-29 00:00:00
41.963,42.273,41.306,32.200001,106432600,24.984467,MSFT,2008-01-30 00:00:00
41.126,42.195,40.881,32.599998,103642200,25.294834,MSFT,2008-01-31 00:00:00
40.03,42.853,38.986,30.450001,291138900,23.62661,MSFT,2008-02-01 00:00:00
39.296,39.592,38.806,30.190001,119998600,23.424871,MSFT,2008-02-04 00:00:00
38.548,38.587,37.233,29.07,137534100,22.555851,MSFT,2008-02-05 00:00:00
37.736,37.826,36.46,28.52,138315600,22.129097,MSFT,2008-02-06 00:00:00
36.525,37.092,35.958,28.120001,164964900,21.818731,MSFT,2008-02-07 00:00:00
36.46,37.478,36.396,28.559999,124872e3,22.160128,MSFT,2008-02-08 00:00:00
36.757,36.873,35.97,28.209999,156814100,21.888561,MSFT,2008-02-11 00:00:00
36.641,36.885,36.228,28.34,84365900,21.989426,MSFT,2008-02-12 00:00:00
36.885,37.44,36.769,28.959999,88986200,22.470501,MSFT,2008-02-13 00:00:00
37.221,37.427,36.679,28.5,69113500,22.113585,MSFT,2008-02-14 00:00:00
36.486,36.911,36.409,28.42,68166100,22.051508,MSFT,2008-02-15 00:00:00
36.974,37.025,36.037,28.17,68261200,21.942459,MSFT,2008-02-19 00:00:00
36.139,36.281,35.844,28.219999,93056200,21.981398,MSFT,2008-02-20 00:00:00
36.743,37.179,35.895,28.1,98776500,21.887932,MSFT,2008-02-21 00:00:00
36.255,36.447,34.92,27.68,125705400,21.560778,MSFT,2008-02-22 00:00:00
35.497,36.255,35.279,27.84,109974300,21.685406,MSFT,2008-02-25 00:00:00
35.613,37.051,35.523,28.379999,108923500,22.106031,MSFT,2008-02-26 00:00:00
36.191,36.82,36.075,28.26,75199500,22.012554,MSFT,2008-02-27 00:00:00
35.972,36.293,35.69,27.93,83002900,21.755514,MSFT,2008-02-28 00:00:00
35.549,35.729,34.689,27.200001,117411400,21.186889999999998,MSFT,2008-02-29 00:00:00
34.971,35.164,34.496,26.99,76544300,21.023315,MSFT,2008-03-03 00:00:00
34.689,35.472,34.612,27.59,86925600,21.490673,MSFT,2008-03-04 00:00:00
35.626,36.473,35.562,28.120001,106489800,21.903503,MSFT,2008-03-05 00:00:00
36.024,36.165,35.305,27.57,91127700,21.475098,MSFT,2008-03-06 00:00:00
35.099,36.037,35.074,27.870001,77597600,21.708775,MSFT,2008-03-07 00:00:00
35.729,36.281,35.626,28.049999,72175100,21.848978,MSFT,2008-03-10 00:00:00
36.46,37.667,36.435,29.280001,98740700,22.807064,MSFT,2008-03-11 00:00:00
37.783,37.86,36.64,28.629999,75993800,22.300758,MSFT,2008-03-12 00:00:00
36.64,37.218,36.152,28.620001,84552200,22.292974,MSFT,2008-03-13 00:00:00
36.871,37.243,35.485,27.959999,105214900,21.778881,MSFT,2008-03-14 00:00:00
35.048,36.884,35.022,28.299999,84490100,22.043716,MSFT,2008-03-17 00:00:00
36.807,37.847,36.807,29.42,83695300,22.916115,MSFT,2008-03-18 00:00:00
37.718,37.988,36.743,28.620001,61442100,22.292974,MSFT,2008-03-19 00:00:00
36.897,37.513,36.704,29.18,60170200,22.729172,MSFT,2008-03-20 00:00:00
37.654,37.744,37.308,29.17,48294700,22.721384,MSFT,2008-03-24 00:00:00
37.654,37.706,37.154,29.139999,49149e3,22.698015,MSFT,2008-03-25 00:00:00
37.269,37.32,36.435,28.559999,45868100,22.246233,MSFT,2008-03-26 00:00:00
36.563,36.576,35.947,28.049999,47894400,21.848978,MSFT,2008-03-27 00:00:00
36.242,36.499,35.729,27.91,49244e3,21.739927,MSFT,2008-03-28 00:00:00
35.793,36.704,35.741,28.379999,46780600,22.106031,MSFT,2008-03-31 00:00:00
37.012,37.924,36.756,29.5,65796200,22.978432,MSFT,2008-04-01 00:00:00
37.962,37.975,37.231,29.16,49499400,22.713591,MSFT,2008-04-02 00:00:00
37.231,37.641,36.974,29,38961400,22.588961,MSFT,2008-04-03 00:00:00
37.397,37.564,36.897,29.16,43860800,22.713591,MSFT,2008-04-04 00:00:00
37.937,37.988,37.269,29.16,44428600,22.713591,MSFT,2008-04-07 00:00:00
37.154,37.231,36.64,28.75,44733500,22.394236,MSFT,2008-04-08 00:00:00
36.871,37.282,36.64,28.889999,45839300,22.503286,MSFT,2008-04-09 00:00:00
